Netherlands;0;0;0;
Croatian;0;0;0;
Czech Republic;0;0;0;
Switzerland;0;0;0;
Germany;0;0;0;
Hungaria;0;0;0;
Australia;0;0;0;
Australia;0;0;0;
Australia;0;0;0;
Australia;0;0;0;
Australia;0;0;0;
Australia;0;0;0;
Australia;0;0;0;
Australia;0;0;0;
Australia;0;0;0;
Australia;0;0;0;
Australia;0;0;0;
Australia;0;0;0;
Australia;0;0;0;
Australia;0;0;0;
Australia;0;0;0;
Australia;0;0;0;
Australia;0;0;0;
Australia;0;0;0;
Australia;0;0;0;
Australia;0;0;0;
Australia;0;0;0;
Australia;0;0;0;
Australia;0;0;0;
Australia;0;0;0;
Australia;0;0;0;
Australia;0;0;0;
Australia;0;0;0;
Australia;0;0;0;
Australia;0;0;0;
Australia;0;0;0;
Australia;0;0;0;
Australia;0;0;0;
Australia;0;0;0;
Australia;0;0;0;
Australia;0;0;0;
Australia;0;0;0;
Australia;0;0;0;
Australia;0;0;0;
Australia;0;0;0;
Australia;0;0;0;
Australia;0;0;0;
Australia;0;0;0;
