Netherlands;0;0;0;
Croatian;0;0;0;
Australia;0;0;0;
Australia;0;0;0;
Australia;0;0;0;
Australia;0;0;0;
Australia;0;0;0;
Australia;0;0;0;
Australia;0;0;0;
Australia;0;0;0;
Australia;0;0;0;
Australia;0;0;0;
Australia;0;0;0;
Australia;0;0;0;
Australia;0;0;0;
Australia;0;0;0;
Australia;0;0;0;
Australia;0;0;0;
Australia;0;0;0;
Australia;0;0;0;
Australia;0;0;0;
Australia;0;0;0;
Australia;0;0;0;
Australia;0;0;0;
Australia;0;0;0;
Australia;0;0;0;
Australia;0;0;0;
Australia;0;0;0;
Australia;0;0;0;
Australia;0;0;0;
Australia;0;0;0;
Australia;0;0;0;
Australia;0;0;0;
Australia;0;0;0;
Australia;0;0;0;
Australia;0;0;0;
Australia;0;0;0;
Australia;0;0;0;
Australia;0;0;0;
Australia;0;0;0;
Australia;0;0;0;
Australia;0;0;0;
Australia;0;0;0;
Australia;0;0;0;
Australia;0;0;0;
Australia;0;0;0;
Australia;0;0;0;
Australia;0;0;0;
